Türkçe,Osmanlıca
âşpez,آشپز
âşpez,آشپز
asr,عصر
asr,عصر
aşre,عشره
aşre,عشره
asrî,عصری
asrî,عصری
assam,اثام
assar,اثار
assim,اثم
âstân,آستان
âstân,آستان
âstâne,آستانه
âstâne,آستانه
âster,آستر
âster,آستر
âstîn,آستين
âstîn,آستين
âşûb,آشوب
âşûb,آشوب
âşûbengîz,آشوب انگيز
âşûbengîz,آشوب انگيز
âsûde,آسوده
âsûde,آسوده
âsûdegî,آسودگی
âsûdegî,آسودگی
âsûdehâtır,آسوده خاطر
âsûdehâtır,آسوده خاطر
âşüfte,آشفته
âşüfte,آشفته
âşüftedil,آشفته دل
âşüftedil,آشفته دل
âsüman,آسمان
âsüman,آسمان
âşûrâ,عاشورا
âşûrâ,عاشورا
at,آت
ât,ات
ât,ات
ata,آتا
ata,اتا
atâ,عطاء
atâ,عطاء
atâbahş,عطا بخش
atâbahş,عطا بخش
atabey,اتابك
atak,آتاق
ataklık,آتاقلق
atâlet,عطالت
atâlet,عطالت
atalık,آتالق
atalık,اتالق
ataş,عطش
ataş,عطش
ataşe,آتاشه
atâyâ,عطایا
atâyâ,عطایا
atebât,عتبات
atebât,عتبات
atebe,عتبه
atebe,عتبه
ateh,عته
ateh,عته
aterina,آترينه
ateş,اتش
âteş,آتش
âteş,آتش
ateş balığı,آتش‌باليغى
âteşbâr,آتش بار
âteşbâr,آتش بار
âteşbâz,آتشباز
âteşbâz,آتشباز
ateş böceği,آتش‌بوجكى
ateşçi,آتشجى
ateşçilik,آتشجيلك
âteşdân,آتشدان
âteşdân,آتشدان
âteşdem,آتش دم
âteşdem,آتش دم
âteşefrûz,آتش افروز
âteşefrûz,آتش افروز
âteşefşân,آتش‌افشان
âteşengîz,آتش‌انكيز
âteşfâm,آتش فام
âteşfâm,آتش فام
âteşfeşân,آتش فشان
âteşfeşân,آتش فشان
âteşfeşân,آتش‌فشان
âteşgâh,آتشگاه
âteşgâh,آتشگاه
âteşgede,آتشگده
âteşgede,آتشگده
âteşgîre,آتش گيره
âteşgîre,آتش گيره
âteşgûn,آتش گون
âteşgûn,آتش گون
âteşhâne,آتشخانه
âteşî,آتشی
âteşî,آتشی
âteşî,آتشى
âteşîn,آتشين
âteşîn,آتشين
âteşkâr,آتش کار
âteşkâr,آتش کار
ateşkede,اتشكده
ateşlendirmek,آتشلنديرمك
ateşlenmek,آتشلنمك
ateşli,آتشلى
ateşlik,آتشلك
âteşmizâc,آتش مزاج
âteşmizâc,آتش مزاج
âteşnâk,آتشناك
âteşpâre,آتش پاره
âteşpâre,آتش پاره
âteşpâre,آتشپاره
ateşperest,اتشپرست
âteşperest,آتش پرست
âteşperest,آتش پرست
âteşzebân,آتش‌زبان
atf,عطف
atf,عطف
atfen,عطفا
atfen,عطفا
ati,اتى
âtî,آتی
âtî,آتی
âtî,آتى
atıcı,آتيجى
âtıf,عاطف
âtıf,عاطف
âtıfet,عاطفت
âtıfet,عاطفت
atîk,عتيق
atîk,عتيق
atık,آتيق
atîka,عتيقه
atîka,عتيقه
atîkiyyât,عتيقيات
atîkiyyât,عتيقيات
âtıl,عاطل
âtıl,عاطل
atılış," آتليش"
atılma,آتلمه
atılmak," آتلمق"
atılmak,اتلمق
atım,آتيم
at'ime,اطعمه
at'ime,اطعمه
Atina,اتينا
atış,آتيش
atış,اتش
atışmak,آتيشمق
atıştırmak,آتشدرمق
atıştırmak,آتشديرمق
atıştırmak,آتيشديرمق
âtiye,آتيه
âtiye,آتيه
âtiyen,آتيا
âtiyen,آتيا
âtiyen,آتيا
âtiyülbeyân,آتی البيان
âtiyülbeyân,آتی البيان
âtiyüzzikr,آتی الذکر
âtiyüzzikr,آتی الذکر
atiyyât,عطيات
atiyyât,عطيات
atkı,آتقى
atkı,اتقى
atkılamak,آتقيلامق
atlama,آتلامه
atlamak,آتلاتمق
atlamak," آتلامق"
atlamak,اتلامق
atlambaç,آتلامباج
atlandırmak," آتلانديرمق"
atlangıç," آتلانغيچ"
atlanmak,آتلانمق
atlanmak,اتلنمق
atlas,اطلس
atlas,اطلس
atlayış,آتلايش
atlı,آتلى
atlı,آتلو
atlı,اتلو
atma,آتمه
atmaca,آتماجه
atmaca,اتمجه
atmak,آتمق
atmak,اتمق
atnâb,اطناب
atnâb,اطناب
ats,عطس
ats,عطس
atş,عطش
atş,عطش
atşân,عطشان
atşân,عطشان
atse,عطسه
atse,عطسه
attar,عطار
attar,عطار
attârî,عطاری
attârî,عطاری
attırmak,آتديرمق
atûfet,عطوفت
atûfet,عطوفت
avâid,عوائد
avâid,عوائد
avâkıb,عواقب
avâkıb,عواقب
avâlim,عوالم
avâlim,عوالم
avâm,عوام
avâm,عوام
avâmil,عوامل
avâmil,عوامل
avâmpesend,عوام پسند
avâmpesend,عوام پسند
avân,اوان
avân,اوان
âvâre,آواره
âvâre,آواره
âvâreser,آواره سر
âvâreser,آواره سر
avârif,عوارف
avârif,عوارف
avârız,عوارض
avârız,عوارض
âvâz,آواز
âvâz,آواز
âvâze,آوازه
âvâze,آوازه
avdet,عودت
avdet,عودت
a'vec,اعوج
a'vec,اعوج
avene,عونه
avene,عونه
a'ver,اعور
a'ver,اعور
âvîze,آویزه
âvîze,آویزه
avn,عون
avn,عون
avrât,عورات
avrât,عورات
avret,عورت
avret,عورت
âyâ,آیا
âyâ,آیا
a'yâd,اعياد
a'yâd,اعياد
ayân,عيان
ayân,عيان
a'yân,اعيان
a'yân,اعيان
ayâr,عيار
ayâr,عيار
âyât,آیات
âyât,آیات
ayb,عيب
ayb,عيب
âyet,آیت
âyet,آیت
âyîn,آیين
âyîn,آیين
âyine,آینه
âyine,آینه
âyînhân,آیين خوان
âyînhân,آیين خوان
ayn,عين
ayn,عين
aynen,عينا
aynen,عينا
ayniyye,عينيه
ayniyye,عينيه
ayniyyet,عينيت
ayniyyet,عينيت
aynülyakîn,عين اليقين
aynülyakîn,عين اليقين
ayş,عيش
ayş,عيش
a'yün,اعين
a'yün,اعين
ayyâr,عيار
ayyâr,عيار
ayyârî,عياری
ayyârî,عياری
a'zâ,اعضا
a'zâ,اعضا
azab,عزب
azab,عزب
azâb,عذاب
azâb,عذاب
azâbengiz,عذاب انگيز
azâbengiz,عذاب انگيز
âzâd,آزاد
âzâd,آزاد
âzâde,آزاده
âzâde,آزاده
âzâdî,آزادی
âzâdî,آزادی
a'zam,اعظم
a'zam,اعظم
azamet,عظمت
azamet,عظمت
âzâr,آزار
âzâr,آزار
azdâd,اضداد
azdâd,اضداد
âzer,آذر
âzer,آذر
âzerâsâ,آذرآسا
âzerâsâ,آذرآسا
azil,عزل
azil,عزل
âzim,عازم
âzim,عازم
azîm,عظيم
azîm,عظيم
azîmet,عزیمت
azîmet,عزیمت
aziz,عزیز
aziz,عزیز
azîzan,عزیزان
azîzan,عزیزان
azîze,عزیزه
azîze,عزیزه
azl,عزل
azl,عزل
azm,عزم
azm,عظم
azm,عزم
azm,عظم
âzmâyiş,آزمایش
âzmâyiş,آزمایش
âzmend,آزمند
âzmend,آزمند
azrâ,عذرا
azrâ,عذرا
azrâil,عزدائيل
azrâil,عزدائيل
azrar,اضرار
azrar,اضرار
azulât,عضلات
azulât,عضلات
âzürde,آزرده
âzürde,آزرده
bâ,با
bâ,با
baad,بعد
bab,باب
bâb,باب
bâb,باب
bâbâ,بابا
bâbâ,بابا
bâbâyâne,بابایانه
bâbâyâne,بابایانه
bâbûne,بابونه
bâbûne,بابونه
bâc,باج
bâc,باج
bâcgîr,باجگير
bâcgîr,باجگير
bâd,باد
bâd,باد
bâdâm,بادام
bâdâm,بادام
bâdbân,بادبان
bâdbân,بادبان
bâdbedest,بادبدست
bâdbedest,بادبدست
bâdbîz,بادبيز
bâdbîz,بادبيز
ba'de,بعد
ba'de,بعد
bâde,باده
bâde,باده
bâdefürûş,باده فروش
bâdefürûş,باده فروش
bâdehâr,باده خوار
bâdehâr,باده خوار
ba'dehu,بعده
ba'dehu,بعده
bâdekeş,باده کش
bâdekeş,باده کش
ba'delmîlâd,بعدالميلاد
ba'delmîlâd,بعدالميلاد
ba'demâ,بعدما
ba'demâ,بعدما
bâdenûş,باده نوش
bâdenûş,باده نوش
ba'dezin,بعدازاین
ba'dezin,بعدازاین
bâdî,بادی
bâdî,بادی
bâdire,بادره
bâdire,بادره
bâdiye,بادیه
bâdiye,بادیه
bâğ,باغ
bâğ,باغ
bağal,بغل
bağal,بغل
bâğbân,باغبان
bâğbân,باغبان
bâğçe,باغچه
bâğçe,باغچه
bağçevan,باغچوان
bağçevan,باغچوان
bağteten,بغتة
bağteten,بغتة
bâh,باه
bâh,باه
bahâ,بها
bahâ,بها
bâhaber,باخبر
bâhaber,باخبر
bahâdar,بهادار
bahâdar,بهادار
bahâdır,بهادر
bahâdır,بهادر
bahâne,بهانه
bahâne,بهانه
bahânecû,بهانه جو
bahânecû,بهانه جو
bahâr,بهار
bahâr,بهار
bahârî,بهاری
bahârî,بهاری
bahâyim,بهایم
bahâyim,بهایم
bahçıvan,باخچوان
bahçıvan,باخچوان
bahîl,بخيل
bahîl,بخيل
bâhired,باخرد
bâhired,باخرد
bahis,بحث
bahis,بحث
bâhis,باحث
bâhis,باحث
bahr,بحر
bahr,بحر
bahr,بحر
bahs,بحث
bahs,بحث
bahş,بخش
bahş,بخش
bahşâyiş,بخشایش
bahşâyiş,بخشایش
bahşiş,بخشش
bahşiş,بخشش
baht,بخت
baht,بخت
bahtiyârî,بختياری
bahtiyârî,بختياری
bâhûr,باخور
bâhûr,باخور
bâhusus,باخصوص
bâhusus,باخصوص
baîd,بعيد
baîd,بعيد
bâis,باعث
bâis,باعث
bâjurnal,باژورنال
bâjurnal,باژورنال
bâk,باک
bâk,باک
bakâyâ,بقایا
bakâyâ,بقایا
bâkî,باقی
bâkî,باقی
bâkir,باکر
bâkir,باکر
bâkire,باکره
bâkire,باکره
bakıyye,بقيه
bakıyye,بقيه
bâl,بال
bâl,بال
bâlâ,بالا
bâlâ,بالا
bâlâbülend,بالابلند
bâlâbülend,بالابلند
bâlâhâne,بالاخانه
bâlâhâne,بالاخانه
bâlâpervaz,بالاپرواز
bâlâpervaz,بالاپرواز
bâliğ,بالغ
bâliğ,بالغ
bâlîn,بالين
bâlîn,بالين
bâliş,بالش
bâliş,بالش
bâm,بام
bâm,بام
bâmazbata,بامضبطه
bâmazbata,بامضبطه
bâmdâd,بامداد
bâmdâd,بامداد
bâmukâvele,بامقاوله
bâmukâvele,بامقاوله
bana,بكا
bana,بكا
bâng,بانگ
bâng,بانگ
bânû,بانو
bânû,بانو
bâr,بار
bâr,بار
bârân,باران
bârân,باران
bârapor,باراپور
bârapor,باراپور
bârber,باربر
bârber,باربر
bâre,باره
bâre,باره
bârgâh,بارگاه
bârgâh,بارگاه
bârgîr,بارگير
bârgîr,بارگير
bârî,باری
bârî,باری
bârid,بارد
bârid,بارد
bârîk,باریک
bârîk,باریک
bârika,بارقه
bârika,بارقه
bâriz,بارز
bâriz,بارز
bârû,بارو
bârû,بارو
bârver,بارور
bârver,بارور
ba's,بعث
ba's,بعث
basar,بصر
basar,بصر
basîret,بصيرت
basîret,بصيرت
basît,بسيط
basît,بسيط
bassar,بصر
bast,بسط
bast,بسط
ba'süba'delmevt,بعث بعد الموت
ba'süba'delmevt,بعث بعد الموت
batâet,بطائت
batâet,بطائت
bâtakrîr,باتقریر
bâtakrîr,باتقریر
batî,بطی
batî,بطی
batı,باتى
batı,باتى
bâtıl,باطل
bâtıl,باطل
batın,بطن
batın,بطن
bâtınen,باطنا
bâtınen,باطنا
batn,بطن
batn,بطن
batt,بط
batt,بط
battal,بطال
battal,بطال
battal,بطال
bâvekar,باوقار
bâvekar,باوقار
bâyi,بایع
bâyi,بایع
bayrakdâr,بيدقدار
bayrakdâr,بيدقدار
baytâr,بيطار
baytâr,بيطار
bâz,باز
bâz,باز
ba'zan,بعضا
ba'zan,بعضا
bazargâh,بازارگاه
bazargâh,بازارگاه
bazen,بعضا
bazen,بعضا
bâzî,بازی
bâzî,بازی
bazı,بعض
bazı,بعض
bâzîçe,بازیچه
bâzîçe,بازیچه
bâzû,بازو
bâzû,بازو
bebr,ببر
bebr,ببر
becâ,بجا
becâ,بجا
becâyiş,بجایش
becâyiş,بجایش
beççe,بچه
beççe,بچه
bed,بد
bed,بد
bed',بدء
bed',بدء
bedahd,بدعهد
bedahd,بدعهد
bedâheten,بداهة
bedâheten,بداهة
bedahlâk,بداخلاق
bedahlâk,بداخلاق
bedâvâz,بدآواز
bedâvâz,بدآواز
bedâvet,بداوت
bedâvet,بداوت
bedâyi',بدایع
bedâyi',بدایع
bedbaht,بدبخت
bedbaht,بدبخت
bedbîn,بدبين
bedbîn,بدبين
bedbû,بدبو
bedbû,بدبو
bedçeşm,بدچشم
bedçeşm,بدچشم
bedcins,بدجنس
bedcins,بدجنس
beddil,بددل
beddil,بددل
bedduâ,بددعا
bedduâ,بددعا
bedelât,بدلات
bedelât,بدلات
beden,بدن
bedendîş,بداندیش
bedendîş,بداندیش
bedenen,بدنا
bedenen,بدنا
bedestân,بزستان
bedestân,بزستان
bedevî,بدوی
bedevî,بدوی
bedeviyyet,بدویت
bedeviyyet,بدویت
bedfercâm,بدفرجام
bedfercâm,بدفرجام
bedgû,بدگو
bedgû,بدگو
bedgüher,بدگهر
bedgüher,بدگهر
bedhâh,بدخواه
bedhâh,بدخواه
bedhû,بدخو
bedhû,بدخو
bedî',بدیع
bedî',بدیع
bedîa,بدیعه
bedîa,بدیعه
bedîhe,بدیهه
bedîhe,بدیهه
bedîhî,بدیهی
bedîhî,بدیهی
bedkâr,بدکار
bedkâr,بدکار
bedlikâ,بدلقا
bedlikâ,بدلقا
bedmâye,بدمایه
bedmâye,بدمایه
bedmest,بدمست
bedmest,بدمست
bedmestî,بدمستی
bedmestî,بدمستی
bedmihr,بدمهر
bedmihr,بدمهر
bednâm,بدنام
bednâm,بدنام
bednigâh,بدنگاه
bednigâh,بدنگاه
bednihâd,بدنهاد
bednihâd,بدنهاد
bedr,بدر
bedr,بدر
bedre,بدره
bedre,بدره
bedreftâr,بدرفتار
bedreftâr,بدرفتار
bedreka,بدرقه
bedreka,بدرقه
bedrûd,بدرود
bedrûd,بدرود
bedsigâl,بدسگال
bedsigâl,بدسگال
bedsîret,بدسيرت
bedsîret,بدسيرت
bedsirişt,بدسرشت
bedsirişt,بدسرشت
bedter,بدتر
bedter,بدتر
bedtıynet,بدطينت
bedtıynet,بدطينت
bedzebân,بدزبان
bedzebân,بدزبان
bedzehre,بدزهره
bedzehre,بدزهره
beg,بك
beg,بك
beg,بك
beg,بك
beğ,بك
beğ,بك
begâyet,بغایت
begâyet,بغایت
behâ,بها
behâ,بها
behbûd,بهبود
behbûd,بهبود
behcet,بهجت
behcet,بهجت
behem,بهم
behem,بهم
behemehâl,بهه حال
behemehâl,بهه حال
beher,بهر
beher,بهر
behic,بهيج
behic,بهيج
behîmî,بهيمی
behîmî,بهيمی
behîmiyyet,بهيميت
behîmiyyet,بهيميت
behişt,بهشت
behişt,بهشت
behiştî,بهشتی
behiştî,بهشتی
behiyye,بهيه
behiyye,بهيه
behmân,بهمان
behmân,بهمان
behre,بهره
behre,بهره
behremend,بهرمند
behremend,بهرمند
beht,بهت
beht,بهت
bekâ,بقا
bekâ,بقا
bekâm,بکام
bekâm,بکام
bekâya,بقایا
bekâya,بقایا
bekrî,بکری
bekrî,بکری
beksimat,بکسمات
beksimat,بکسمات
bel,بل
bel,بل
bel',بلع
bel',بلع
belâ,بلا
belâ,بلی
belâ,بلا
belâ,بلی
belâdet,بلادت
belâdet,بلادت
belâdîde,بلادیده
belâdîde,بلادیده
belâgat,بلاغت
belâgat,بلاغت
belâhet,بلاهت
belâhet,بلاهت
belâyâ,بلایا
belâyâ,بلایا
belde,بلده
belde,بلده
beled,بلد
beled,بلد
beledî,بلدی
beledî,بلدی
belediyye,بلدیه
belediyye,بلدیه
belî,بلی
belî,بلی
belîğ,بليغ
belîğ,بليغ
beliyyât,بليات
beliyyât,بليات
belki,بلکه
belki,بلکه
belût,بلوط
belût,بلوط
benâdir,بنادر
benâdir,بنادر
benâm,بنام
benâm,بنام
benân,بنان
benân,بنان
benât,بنات
benât,بنات
bend,بند
bend,بند
bende,بنده
bende,بنده
bendegân,بندگان
bendegân,بندگان
bendegî,بندگی
bendegî,بندگی
bendehâne,بنده خانه
bendehâne,بنده خانه
bender,بندر
bender,بندر
bendergâh,بندرگاه
bendergâh,بندرگاه
bendezâde,بنده زاده
bendezâde,بنده زاده
benefşe,بنفشه
benefşe,بنفشه
benefşî,بنفشی
benefşî,بنفشی
beng,بنگ
beng,بنگ
bengî,بنگی
bengî,بنگی
benî,بنی
benî,بنی
bennâ,بناء
bennâ,بناء
benû,بنو
benû,بنو
ber,بر
ber,بر
berâber,برابر
berâber,برابر
berâberî,برابری
berâberî,برابری
berâ'et,برائت
berâ'et,برائت
berâhîn,براهين
berâhîn,براهين
berâyı,برای
berâyı,برای
berbâd,برباد
berbâd,برباد
bercâ,برجا
bercâ,برجا
berceste,برجسته
berceste,برجسته
berd,برد
berd,برد
berde,برده
berde,برده
berdevâm,بردوام
berdevâm,بردوام
berdülacuz,بردالعجوز
berdülacuz,بردالعجوز
bere,بره
bere,بره
berehne,برهنه
berehne,برهنه
berekât,برکات
berekât,برکات
bereket,برکت
bereket,برکت
berevât,بروات
berevât,بروات
berf,برف
berf,برف
berfîn,برفين
berfîn,برفين
berg,برگ
berg,برگ
bergüzâr,برگذار
bergüzâr,برگذار
bergüzide,بركزيده
bergüzide,بركزيده
berhâne,برخانه
berhâne,برخانه
berhayât,برحيات
berhayât,برحيات
berhürdâr,برخوردار
berhürdâr,برخوردار
berî,بری
berî,بری
berîd,برید
berîd,برید
berîn,برین
berîn,برین
berk,برق
berk,برق
berkarâr,برقرار
berkarâr,برقرار
berkemâl,بزکمال
berkemâl,بزکمال
bermâh,برماه
bermâh,برماه
bermûcib-i,برموجب
bermûcib-i,برموجب
bermu'tâd,برمعتاد
bermu'tâd,برمعتاد
bernâ,برنا
bernâ,برنا
berpâ,برپا
berpâ,برپا
berr,بر
berr,بر
berrak,براق
berrak,براق
berren,برا
berren,برا
berrî,بری
berrî,بری
bersâbık,برسابق
bersâbık,برسابق
bertaraf,برطرف
bertaraf,برطرف
berter,برتر
berter,برتر
berterîn,برترین
berterîn,برترین
bervech-i,بروجه
bervech-i,بروجه
berzah,برزخ
berzah,برزخ
berzger,برزگر
berzger,برزگر
bes,بس
bes,بس
be's,بأس
be's,بأس
besâ,بسا
besâ,بسا
beşâret,بشارت
beşâret,بشارت
besâtîn,بساتين
besâtîn,بساتين
besend,بسند
besend,بسند
besende,بسنده
besende,بسنده
beşer,بشر
beşer,بشر
beşere,بشره
beşere,بشره
beşerî,بشری
beşerî,بشری
beşeriyyât,بشریات
beşeriyyât,بشریات
beşeriyyet,بشریت
beşeriyyet,بشریت
beserüçeşm,بسر و چشم
beserüçeşm,بسر و چشم
besî,بسی
besî,بسی
besîm,بسيم
besîm,بسيم
beşîr,بشير
beşîr,بشير
beste,بسته
beste,بسته
bestekâr,بسته کار
bestekâr,بسته کار
bestenigâr,بسته نگار
bestenigâr,بسته نگار
beşûş,بشوش
beşûş,بشوش
beşûşâne,بشوشانه
beşûşâne,بشوشانه
betâet,بطائت
betâet,بطائت
beter,بدتر
beter,بدتر
bevl,بول
bevl,بول
bevlî,بولی
bevlî,بولی
bevliyye,بوليه
bevliyye,بوليه
bevvâb,بواب
bevvâb,بواب
bevvâbîn,بوابين
bevvâbîn,بوابين
bey,بك
bey,بك
bey',بيع
bey',بيع
beyâbân,بيابان
beyâbân,بيابان
beyân,بيان
beyân,بيان
beyânât,بيانات
beyânât,بيانات
beyânnâme,بيان نامه
beyânnâme,بيان نامه
beyâz,بياض
beyâz,بياض
beyhûde,بيهوده
beyhûde,بيهوده
beyn,بين
beyn,بين
beynelmilel,بين الملل
beynelmilel,بين الملل
beyn-i,بين
beyn-i,بين
beynülmilel,بين الملل
beynülmilel,بين الملل
beyt,بىت
beyt,بيت
beyt,بيت
beyt,بىت
beyt,بيت
beytâr,بيطار
beytâr,بيطار
beytullah,بيت الله
beytullah,بيت الله
beytülmal,بيت المال
beytülmal,بيت المال
beytûtet,بيتوتت
beytûtet,بيتوتت
beyzâ,بيضا
beyzâ,بيضا
